Country,Year,Coffee_Type,Metric,ValueCoffee
Spain,2002,Domestic Consumption,Domestic Consumption,261000.0
Papua New Guinea,2003,Domestic Consumption,Domestic Consumption,285000.0
Venezuela,2004,Domestic Consumption,Domestic Consumption,330000.0
Congo,2005,Domestic Consumption,Domestic Consumption,336000.0
Ghana,2006,Domestic Consumption,Domestic Consumption,343020.0
Denmark,2007,Domestic Consumption,Domestic Consumption,420000.0
Romania,2008,Domestic Consumption,Domestic Consumption,508020.0
Colombia,2009,Domestic Consumption,Domestic Consumption,493980.0
Panama,2010,Domestic Consumption,Domestic Consumption,510000.0
Bolivia,2011,Domestic Consumption,Domestic Consumption,516000.0
Tanzania,2012,Domestic Consumption,Domestic Consumption,522000.0
Nepal,2013,Domestic Consumption,Domestic Consumption,528000.0
Russian Federation,2014,Domestic Consumption,Domestic Consumption,534000.0
Zambia,2015,Domestic Consumption,Domestic Consumption,540000.0
Portugal,2016,Domestic Consumption,Domestic Consumption,540000.0
Costa Rica,2017,Domestic Consumption,Domestic Consumption,540000.0
Paraguay,2018,Domestic Consumption,Domestic Consumption,540000.0
Lao Peoples Democratic Republic,2019,Domestic Consumption,Domestic Consumption,540000.0
Finland,1990,Domestic Consumption,Domestic Consumption,11289240.0
Rwanda,1991,Domestic Consumption,Domestic Consumption,15426000.0
Liberia,1992,Domestic Consumption,Domestic Consumption,14400000.0
Guatemala,1993,Domestic Consumption,Domestic Consumption,13800000.0
Angola,1994,Domestic Consumption,Domestic Consumption,15180000.0
Uganda,1995,Domestic Consumption,Domestic Consumption,9660000.0
Italy,1996,Domestic Consumption,Domestic Consumption,10075440.0
Brazil,1997,Domestic Consumption,Domestic Consumption,9660000.0
Democratic Republic of Congo,1998,Domestic Consumption,Domestic Consumption,8280000.0
Netherlands,1999,Domestic Consumption,Domestic Consumption,10080000.0
United States of America,2000,Domestic Consumption,Domestic Consumption,13800000.0
Cameroon,2001,Domestic Consumption,Domestic Consumption,12000000.0
Madagascar,2002,Domestic Consumption,Domestic Consumption,12000000.0
Sri Lanka,2003,Domestic Consumption,Domestic Consumption,12000000.0
Indonesia,2004,Domestic Consumption,Domestic Consumption,13800000.0
Jamaica,2005,Domestic Consumption,Domestic Consumption,13800000.0
Philippines,2006,Domestic Consumption,Domestic Consumption,13800000.0
Germany,2007,Domestic Consumption,Domestic Consumption,14700000.0
Cuba,2008,Domestic Consumption,Domestic Consumption,16099980.0
Lithuania,2009,Domestic Consumption,Domestic Consumption,18400020.0
Hungary,2010,Domestic Consumption,Domestic Consumption,20100000.0
Cyprus,2011,Domestic Consumption,Domestic Consumption,20400000.0
Malawi,2012,Domestic Consumption,Domestic Consumption,20700000.0
Switzerland,2013,Domestic Consumption,Domestic Consumption,21000000.0
Estonia,2014,Domestic Consumption,Domestic Consumption,21300000.0
Ecuador,2015,Domestic Consumption,Domestic Consumption,21900000.0
Nigeria,2016,Domestic Consumption,Domestic Consumption,22200000.0
El Salvador,2017,Domestic Consumption,Domestic Consumption,22500000.0
Malta,2018,Domestic Consumption,Domestic Consumption,22500000.0
Ethiopia,2019,Domestic Consumption,Domestic Consumption,21000000.0
United Kingdom,1990,Domestic Consumption,Domestic Consumption,54180000.0
Mexico,1991,Domestic Consumption,Domestic Consumption,55000020.0
Sierra Leone,1992,Domestic Consumption,Domestic Consumption,55020000.0
Sweden,1993,Domestic Consumption,Domestic Consumption,49999980.0
Honduras,1994,Domestic Consumption,Domestic Consumption,50100000.0
Viet Nam,1995,Domestic Consumption,Domestic Consumption,50220000.0
Nicaragua,1996,Domestic Consumption,Domestic Consumption,50280000.0
Kenya,1997,Domestic Consumption,Domestic Consumption,50340000.0
Unspecified EU stocks,1998,Domestic Consumption,Domestic Consumption,54000000.0
Peru,1999,Domestic Consumption,Domestic Consumption,55500000.0
Czechia,2000,Domestic Consumption,Domestic Consumption,58500000.0
India,2001,Domestic Consumption,Domestic Consumption,64020000.0
Côte d Ivoire,2002,Domestic Consumption,Domestic Consumption,67980000.0
Croatia,2003,Domestic Consumption,Domestic Consumption,70020000.0
Austria,2004,Domestic Consumption,Domestic Consumption,72120000.0
Greece,2005,Domestic Consumption,Domestic Consumption,74280000.0
Timor-Leste,2006,Domestic Consumption,Domestic Consumption,76500000.0
Equatorial Guinea,2007,Domestic Consumption,Domestic Consumption,81000000.0
Trinidad & Tobago,2008,Domestic Consumption,Domestic Consumption,76500000.0
Belgium/Luxembourg,2009,Domestic Consumption,Domestic Consumption,79500000.0
Zimbabwe,2010,Domestic Consumption,Domestic Consumption,79500000.0
Poland,2011,Domestic Consumption,Domestic Consumption,79500000.0
Bulgaria,2012,Domestic Consumption,Domestic Consumption,82500000.0
Central African Republic,2013,Domestic Consumption,Domestic Consumption,84000000.0
Togo,2014,Domestic Consumption,Domestic Consumption,85800000.0
Burundi,2015,Domestic Consumption,Domestic Consumption,87000000.0
Guyana,2016,Domestic Consumption,Domestic Consumption,86400000.0
Slovenia,2017,Domestic Consumption,Domestic Consumption,88200000.0
Tunisia,2018,Domestic Consumption,Domestic Consumption,88500000.0
Haiti,2019,Domestic Consumption,Domestic Consumption,87000000.0
Ireland,1990,Domestic Consumption,Domestic Consumption,420000.0
Latvia,1991,Domestic Consumption,Domestic Consumption,660000.0
Slovakia,1992,Domestic Consumption,Domestic Consumption,360000.0
Gabon,1993,Domestic Consumption,Domestic Consumption,576000.0
Guinea,1994,Domestic Consumption,Domestic Consumption,900000.0
Thailand,1995,Domestic Consumption,Domestic Consumption,900000.0
Norway,1996,Domestic Consumption,Domestic Consumption,1080000.0
France,1997,Domestic Consumption,Domestic Consumption,1200000.0
Dominican Republic,1998,Domestic Consumption,Domestic Consumption,888000.0
Luxembourg,1999,Domestic Consumption,Domestic Consumption,660000.0
Belgium,2000,Domestic Consumption,Domestic Consumption,724020.0
Japan,2001,Domestic Consumption,Domestic Consumption,600000.0
Yemen,2002,Domestic Consumption,Domestic Consumption,540000.0
Spain,2003,Domestic Consumption,Domestic Consumption,540000.0
Papua New Guinea,2004,Domestic Consumption,Domestic Consumption,540000.0
Venezuela,2005,Domestic Consumption,Domestic Consumption,540000.0
Congo,2006,Domestic Consumption,Domestic Consumption,540000.0
Ghana,2007,Domestic Consumption,Domestic Consumption,540000.0
Denmark,2008,Domestic Consumption,Domestic Consumption,540000.0
Romania,2009,Domestic Consumption,Domestic Consumption,540000.0
Colombia,2010,Domestic Consumption,Domestic Consumption,540000.0
Panama,2011,Domestic Consumption,Domestic Consumption,540000.0
Bolivia,2012,Domestic Consumption,Domestic Consumption,540000.0
Tanzania,2013,Domestic Consumption,Domestic Consumption,540000.0
Nepal,2014,Domestic Consumption,Domestic Consumption,540000.0
Russian Federation,2015,Domestic Consumption,Domestic Consumption,540000.0
Zambia,2016,Domestic Consumption,Domestic Consumption,540000.0
Portugal,2001,Domestic Consumption,Domestic Consumption,90000000.0
Costa Rica,2002,Domestic Consumption,Domestic Consumption,90000000.0
Paraguay,2003,Domestic Consumption,Domestic Consumption,90000000.0
Lao Peoples Democratic Republic,2004,Domestic Consumption,Domestic Consumption,90000000.0
Finland,2005,Domestic Consumption,Domestic Consumption,103500000.0
Rwanda,2006,Domestic Consumption,Domestic Consumption,120000000.0
Liberia,2007,Domestic Consumption,Domestic Consumption,132000000.0
Guatemala,2008,Domestic Consumption,Domestic Consumption,132000000.0
Angola,2009,Domestic Consumption,Domestic Consumption,132000000.0
Uganda,2010,Domestic Consumption,Domestic Consumption,141240000.0
Italy,2011,Domestic Consumption,Domestic Consumption,141240000.0
Brazil,2012,Domestic Consumption,Domestic Consumption,141240000.0
Democratic Republic of Congo,2013,Domestic Consumption,Domestic Consumption,139260000.0
Netherlands,2014,Domestic Consumption,Domestic Consumption,140820000.0
United States of America,2015,Domestic Consumption,Domestic Consumption,139740000.0
Cameroon,2016,Domestic Consumption,Domestic Consumption,141600000.0
Madagascar,2017,Domestic Consumption,Domestic Consumption,144000000.0
Sri Lanka,2018,Domestic Consumption,Domestic Consumption,147000000.0
Indonesia,2019,Domestic Consumption,Domestic Consumption,145500000.0
Jamaica,1990,Domestic Consumption,Domestic Consumption,
Philippines,1991,Domestic Consumption,Domestic Consumption,
Germany,1992,Domestic Consumption,Domestic Consumption,
Cuba,1993,Domestic Consumption,Domestic Consumption,
Lithuania,1994,Domestic Consumption,Domestic Consumption,
Hungary,1995,Domestic Consumption,Domestic Consumption,
Cyprus,1996,Domestic Consumption,Domestic Consumption,
Malawi,1997,Domestic Consumption,Domestic Consumption,
Switzerland,1998,Domestic Consumption,Domestic Consumption,
Estonia,1999,Domestic Consumption,Domestic Consumption,
Ecuador,2000,Domestic Consumption,Domestic Consumption,
Nigeria,2001,Domestic Consumption,Domestic Consumption,
El Salvador,2002,Domestic Consumption,Domestic Consumption,
Malta,2003,Domestic Consumption,Domestic Consumption,
Ethiopia,2004,Domestic Consumption,Domestic Consumption,
United Kingdom,2005,Domestic Consumption,Domestic Consumption,
Mexico,2006,Domestic Consumption,Domestic Consumption,
Sierra Leone,2007,Domestic Consumption,Domestic Consumption,
Sweden,2008,Domestic Consumption,Domestic Consumption,
Honduras,2009,Domestic Consumption,Domestic Consumption,
Viet Nam,2010,Domestic Consumption,Domestic Consumption,
Nicaragua,2011,Domestic Consumption,Domestic Consumption,
Kenya,2012,Domestic Consumption,Domestic Consumption,
Unspecified EU stocks,2013,Domestic Consumption,Domestic Consumption,
Peru,2014,Domestic Consumption,Domestic Consumption,
Czechia,2015,Domestic Consumption,Domestic Consumption,
India,2016,Domestic Consumption,Domestic Consumption,
Côte d Ivoire,2017,Domestic Consumption,Domestic Consumption,
Croatia,2018,Domestic Consumption,Domestic Consumption,
Austria,2019,Domestic Consumption,Domestic Consumption,
Greece,1990,Domestic Consumption,Domestic Consumption,2040000.0
Timor-Leste,1991,Domestic Consumption,Domestic Consumption,8280000.0
Equatorial Guinea,1992,Domestic Consumption,Domestic Consumption,3936000.0
Trinidad & Tobago,1993,Domestic Consumption,Domestic Consumption,6534000.0
Belgium/Luxembourg,1994,Domestic Consumption,Domestic Consumption,5376000.0
Zimbabwe,1995,Domestic Consumption,Domestic Consumption,6690000.0
Poland,1996,Domestic Consumption,Domestic Consumption,5722200.0
Bulgaria,1997,Domestic Consumption,Domestic Consumption,7380000.0
Central African Republic,1998,Domestic Consumption,Domestic Consumption,7590000.0
Togo,1999,Domestic Consumption,Domestic Consumption,7818000.0
Burundi,2000,Domestic Consumption,Domestic Consumption,10495800.0
Guyana,2001,Domestic Consumption,Domestic Consumption,10639380.0
Slovenia,2002,Domestic Consumption,Domestic Consumption,10777440.0
Tunisia,2003,Domestic Consumption,Domestic Consumption,10914900.0
Haiti,2004,Domestic Consumption,Domestic Consumption,11056680.0
Ireland,2005,Domestic Consumption,Domestic Consumption,11203140.0
Latvia,2006,Domestic Consumption,Domestic Consumption,11351100.0
Slovakia,2007,Domestic Consumption,Domestic Consumption,11498700.0
Gabon,2008,Domestic Consumption,Domestic Consumption,11648820.0
Guinea,2009,Domestic Consumption,Domestic Consumption,11797320.0
Thailand,2010,Domestic Consumption,Domestic Consumption,12164700.0
Norway,2011,Domestic Consumption,Domestic Consumption,12315660.0
France,2012,Domestic Consumption,Domestic Consumption,12471840.0
Dominican Republic,2013,Domestic Consumption,Domestic Consumption,12573660.0
Luxembourg,2014,Domestic Consumption,Domestic Consumption,12704520.0
Belgium,2015,Domestic Consumption,Domestic Consumption,12836760.0
Japan,2016,Domestic Consumption,Domestic Consumption,13003680.0
Yemen,2017,Domestic Consumption,Domestic Consumption,13080000.0
Spain,2018,Domestic Consumption,Domestic Consumption,13200000.0
Papua New Guinea,2019,Domestic Consumption,Domestic Consumption,12600000.0
Venezuela,1990,Domestic Consumption,Domestic Consumption,1650000.0
Congo,1991,Domestic Consumption,Domestic Consumption,2145000.0
Ghana,1992,Domestic Consumption,Domestic Consumption,2145000.0
Denmark,1993,Domestic Consumption,Domestic Consumption,2400000.0
Romania,1994,Domestic Consumption,Domestic Consumption,2400000.0
Colombia,1995,Domestic Consumption,Domestic Consumption,2400000.0
Panama,1996,Domestic Consumption,Domestic Consumption,2400000.0
Bolivia,1997,Domestic Consumption,Domestic Consumption,2400000.0
Tanzania,1998,Domestic Consumption,Domestic Consumption,2400000.0
Nepal,1999,Domestic Consumption,Domestic Consumption,2400000.0
Russian Federation,2000,Domestic Consumption,Domestic Consumption,2400000.0
Zambia,2001,Domestic Consumption,Domestic Consumption,2400000.0
Portugal,2002,Domestic Consumption,Domestic Consumption,2400000.0
Costa Rica,2003,Domestic Consumption,Domestic Consumption,2400000.0
Paraguay,2004,Domestic Consumption,Domestic Consumption,2400000.0
Lao Peoples Democratic Republic,2005,Domestic Consumption,Domestic Consumption,2400000.0
Finland,2006,Domestic Consumption,Domestic Consumption,2400000.0
Rwanda,2007,Domestic Consumption,Domestic Consumption,2400000.0
Liberia,2008,Domestic Consumption,Domestic Consumption,2400000.0
Guatemala,2009,Domestic Consumption,Domestic Consumption,2400000.0
Angola,2010,Domestic Consumption,Domestic Consumption,2400000.0
Uganda,2011,Domestic Consumption,Domestic Consumption,2400000.0
Italy,2012,Domestic Consumption,Domestic Consumption,2400000.0
Brazil,2013,Domestic Consumption,Domestic Consumption,2400000.0
Democratic Republic of Congo,2014,Domestic Consumption,Domestic Consumption,2400000.0
Netherlands,2015,Domestic Consumption,Domestic Consumption,2400000.0
United States of America,2016,Domestic Consumption,Domestic Consumption,2400000.0
Cameroon,2017,Domestic Consumption,Domestic Consumption,2400000.0
Madagascar,2018,Domestic Consumption,Domestic Consumption,2400000.0
Sri Lanka,2019,Domestic Consumption,Domestic Consumption,2400000.0
Indonesia,1990,Domestic Consumption,Domestic Consumption,3780000.0
Jamaica,1991,Domestic Consumption,Domestic Consumption,4020000.0
Philippines,1992,Domestic Consumption,Domestic Consumption,4020000.0
Germany,1993,Domestic Consumption,Domestic Consumption,4020000.0
Cuba,2010,Domestic Consumption,Domestic Consumption,46500000.0
Lithuania,2011,Domestic Consumption,Domestic Consumption,66000000.0
Hungary,2012,Domestic Consumption,Domestic Consumption,67800000.0
Cyprus,2013,Domestic Consumption,Domestic Consumption,72000000.0
Malawi,2014,Domestic Consumption,Domestic Consumption,75000000.0
Switzerland,2015,Domestic Consumption,Domestic Consumption,78000000.0
Estonia,2016,Domestic Consumption,Domestic Consumption,81000000.0
Ecuador,2017,Domestic Consumption,Domestic Consumption,82500000.0
Nigeria,2018,Domestic Consumption,Domestic Consumption,84000000.0
El Salvador,2019,Domestic Consumption,Domestic Consumption,84000000.0
Malta,1990,Domestic Consumption,Domestic Consumption,60000.0
Ethiopia,1991,Domestic Consumption,Domestic Consumption,60000.0
United Kingdom,1992,Domestic Consumption,Domestic Consumption,60000.0
Mexico,1993,Domestic Consumption,Domestic Consumption,60000.0
Sierra Leone,1994,Domestic Consumption,Domestic Consumption,60000.0
Sweden,1995,Domestic Consumption,Domestic Consumption,60000.0
Honduras,1996,Domestic Consumption,Domestic Consumption,60000.0
Viet Nam,1997,Domestic Consumption,Domestic Consumption,60000.0
Nicaragua,1998,Domestic Consumption,Domestic Consumption,120000.0
Kenya,1999,Domestic Consumption,Domestic Consumption,120000.0
Unspecified EU stocks,2000,Domestic Consumption,Domestic Consumption,120000.0
Peru,2001,Domestic Consumption,Domestic Consumption,120000.0
Czechia,2002,Domestic Consumption,Domestic Consumption,120000.0
India,2003,Domestic Consumption,Domestic Consumption,120000.0
Côte d Ivoire,2004,Domestic Consumption,Domestic Consumption,120000.0
Croatia,2005,Domestic Consumption,Domestic Consumption,120000.0
Austria,2006,Domestic Consumption,Domestic Consumption,120000.0
Greece,2007,Domestic Consumption,Domestic Consumption,120000.0
